127.0.0.1 - - [16/May/2018:11:04:27 -0300] "GET / HTTP/1.1" 404 1073
127.0.0.1 - - [16/May/2018:11:06:42 -0300] "GET /06-WS-Restful-Server/rest/pacientes/medico/2 HTTP/1.1" 200 2
127.0.0.1 - - [16/May/2018:11:06:42 -0300] "GET /06-WS-Restful-Server/rest/pacientes/medico/2 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [16/May/2018:11:06:42 -0300] "GET /08-JSF/faces/pacientes.xhtml HTTP/1.1" 200 4583
0:0:0:0:0:0:0:1 - - [16/May/2018:11:07:44 -0300] "GET /08-JSF/faces/index.xhtml HTTP/1.1" 200 3998
127.0.0.1 - - [16/May/2018:11:07:49 -0300] "GET /06-WS-Restful-Server/rest/medicos HTTP/1.1" 200 182
127.0.0.1 - - [16/May/2018:11:07:49 -0300] "GET /06-WS-Restful-Server/rest/medicos HTTP/1.1" 200 182
127.0.0.1 - - [16/May/2018:11:07:49 -0300] "GET /06-WS-Restful-Server/rest/medicos HTTP/1.1" 200 182
0:0:0:0:0:0:0:1 - - [16/May/2018:11:07:49 -0300] "GET /08-JSF/faces/medicos.xhtml HTTP/1.1" 200 4808
0:0:0:0:0:0:0:1 - - [16/May/2018:11:07:51 -0300] "GET /08-JSF/faces/index.xhtml HTTP/1.1" 200 3889
127.0.0.1 - - [16/May/2018:11:07:53 -0300] "GET /06-WS-Restful-Server/rest/pacientes/medico/2 HTTP/1.1" 200 2
127.0.0.1 - - [16/May/2018:11:07:53 -0300] "GET /06-WS-Restful-Server/rest/pacientes/medico/2 HTTP/1.1" 200 2
127.0.0.1 - - [16/May/2018:11:07:53 -0300] "GET /06-WS-Restful-Server/rest/pacientes/medico/2 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [16/May/2018:11:07:53 -0300] "GET /08-JSF/faces/pacientes.xhtml HTTP/1.1" 200 4583
0:0:0:0:0:0:0:1 - - [16/May/2018:11:07:56 -0300] "GET /08-JSF/faces/paciente.xhtml HTTP/1.1" 200 5288
0:0:0:0:0:0:0:1 - - [16/May/2018:11:08:28 -0300] "POST /08-JSF/faces/paciente.xhtml HTTP/1.1" 200 5437
0:0:0:0:0:0:0:1 - - [16/May/2018:11:08:34 -0300] "POST /08-JSF/faces/paciente.xhtml HTTP/1.1" 500 2919
0:0:0:0:0:0:0:1 - - [16/May/2018:11:08:34 -0300] "GET /favicon.ico HTTP/1.1" 404 1084
127.0.0.1 - - [16/May/2018:11:08:51 -0300] "POST /06-WS-Restful-Server/rest/pacientes/medico/2 HTTP/1.1" 500 17566
0:0:0:0:0:0:0:1 - - [16/May/2018:11:08:51 -0300] "POST /08-JSF/faces/paciente.xhtml HTTP/1.1" 200 5439
0:0:0:0:0:0:0:1 - - [16/May/2018:11:08:56 -0300] "POST /08-JSF/faces/paciente.xhtml HTTP/1.1" 200 3395
127.0.0.1 - - [16/May/2018:11:09:07 -0300] "POST /06-WS-Restful-Server/rest/pessoas HTTP/1.1" 204 -
0:0:0:0:0:0:0:1 - - [16/May/2018:11:09:07 -0300] "POST /08-JSF/faces/login.xhtml HTTP/1.1" 200 3422
127.0.0.1 - - [16/May/2018:11:09:09 -0300] "POST /06-WS-Restful-Server/rest/pessoas HTTP/1.1" 204 -
0:0:0:0:0:0:0:1 - - [16/May/2018:11:09:09 -0300] "POST /08-JSF/faces/login.xhtml HTTP/1.1" 200 3423
127.0.0.1 - - [16/May/2018:11:09:19 -0300] "POST /06-WS-Restful-Server/rest/pessoas HTTP/1.1" 204 -
0:0:0:0:0:0:0:1 - - [16/May/2018:11:09:19 -0300] "POST /08-JSF/faces/login.xhtml HTTP/1.1" 200 3420
127.0.0.1 - - [16/May/2018:11:09:21 -0300] "POST /06-WS-Restful-Server/rest/pessoas HTTP/1.1" 204 -
0:0:0:0:0:0:0:1 - - [16/May/2018:11:09:21 -0300] "POST /08-JSF/faces/login.xhtml HTTP/1.1" 200 3422
0:0:0:0:0:0:0:1 - - [16/May/2018:11:09:31 -0300] "GET /08-JSF/faces/index.xhtml HTTP/1.1" 200 3998
127.0.0.1 - - [16/May/2018:11:09:40 -0300] "GET /06-WS-Restful-Server/rest/relatorios HTTP/1.1" 500 16270
127.0.0.1 - - [16/May/2018:11:09:40 -0300] "GET /06-WS-Restful-Server/rest/relatorios HTTP/1.1" 500 16270
127.0.0.1 - - [16/May/2018:11:09:40 -0300] "GET /06-WS-Restful-Server/rest/relatorios HTTP/1.1" 500 16270
0:0:0:0:0:0:0:1 - - [16/May/2018:11:09:40 -0300] "GET /08-JSF/faces/relatorios.xhtml HTTP/1.1" 200 4024
127.0.0.1 - - [16/May/2018:11:09:43 -0300] "GET /06-WS-Restful-Server/rest/pacientes HTTP/1.1" 500 16264
127.0.0.1 - - [16/May/2018:11:09:43 -0300] "GET /06-WS-Restful-Server/rest/pacientes HTTP/1.1" 500 16264
127.0.0.1 - - [16/May/2018:11:09:43 -0300] "GET /06-WS-Restful-Server/rest/pacientes HTTP/1.1" 500 16264
0:0:0:0:0:0:0:1 - - [16/May/2018:11:09:43 -0300] "GET /08-JSF/faces/pacientes.xhtml HTTP/1.1" 200 4574
0:0:0:0:0:0:0:1 - - [16/May/2018:11:09:45 -0300] "GET /08-JSF/faces/paciente.xhtml HTTP/1.1" 200 5396
127.0.0.1 - - [16/May/2018:11:10:16 -0300] "POST /06-WS-Restful-Server/rest/pacientes HTTP/1.1" 500 16013
0:0:0:0:0:0:0:1 - - [16/May/2018:11:10:16 -0300] "POST /08-JSF/faces/paciente.xhtml HTTP/1.1" 200 5542
127.0.0.1 - - [16/May/2018:11:10:23 -0300] "GET /06-WS-Restful-Server/rest/relatorios HTTP/1.1" 500 16270
127.0.0.1 - - [16/May/2018:11:10:23 -0300] "GET /06-WS-Restful-Server/rest/relatorios HTTP/1.1" 500 16270
127.0.0.1 - - [16/May/2018:11:10:23 -0300] "GET /06-WS-Restful-Server/rest/relatorios HTTP/1.1" 500 16270
0:0:0:0:0:0:0:1 - - [16/May/2018:11:10:23 -0300] "GET /08-JSF/faces/relatorios.xhtml HTTP/1.1" 200 4024
0:0:0:0:0:0:0:1 - - [16/May/2018:11:10:32 -0300] "GET /08-JSF/faces/index.xhtml HTTP/1.1" 200 3999
